version	package	cbo	aff	eff	lcom	mf	cs
1.7.0	org.apache.tools.ant.taskdefs	21	32	166	0.9928909185127607	0.44343434343434346	-30248
1.7.0	org.apache.tools.ant.taskdefs.compilers	5	1	21	0.8653846153846154	0.3387096774193548	-36
1.7.0	org.apache.tools.ant.taskdefs.condition	8	26	31	0.9373219373219374	0.4536082474226804	-269
1.7.0	org.apache.tools.ant.taskdefs.cvslib	4	0	11	0.8727272727272727	0.5714285714285714	-27
1.7.0	org.apache.tools.ant.taskdefs.email	5	2	13	0.75	0.56	-2
1.7.0	org.apache.tools.ant.taskdefs.rmic	4	1	18	0.8055555555555556	0.37333333333333335	-10
1.7.0	org.apache.tools.ant.types	12	248	81	0.9648021308980214	0.35992217898832685	-2322
1.7.0	org.apache.tools.ant.types.mappers	4	0	7	NaN	0.0	0
1.7.0	org.apache.tools.ant.types.resources	9	52	31	0.9595141700404858	0.39473684210526316	-641
1.7.0	org.apache.tools.ant.types.resources.comparators	4	7	7	0.9	0.36	-27
1.7.0	org.apache.tools.ant.types.resources.selectors	6	12	17	0.9095238095238095	0.37623762376237624	-69
1.7.0	org.apache.tools.ant.types.selectors	8	12	22	0.9024621212121212	0.5919540229885057	-342
1.7.0	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.576271186440678	-27
1.7.0	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.7.0	org.apache.tools.ant.util	8	159	33	0.9855072463768116	0.2966101694915254	-2301
1.7.0	org.apache.tools.ant.util.facade	1	4	2	0.5	0.2	1
1.7.0	org.apache.tools.ant.util.regexp	2	8	4	0.75	0.3333333333333333	0
1.7.0	org.apache.tools.bzip2	0	5	0	0.7333333333333333	0.7272727272727273	-3
1.7.0	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.7.0	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.7.0	org.apache.tools.zip	0	9	0	0.8406593406593407	0.7435897435897436	-39
1.7.1	org.apache.tools.ant	9	377	36	0.9446883230904302	0.33962264150943394	-1860
1.7.1	org.apache.tools.ant.dispatch	1	2	3	0.6666666666666666	0.4	1
1.7.1	org.apache.tools.ant.filters	5	6	17	0.9471458773784355	0.7067137809187279	-794
1.7.1	org.apache.tools.ant.filters.util	4	6	11	NaN	0.0	0
1.7.1	org.apache.tools.ant.helper	2	3	15	0.8605263157894737	0.5549738219895288	-114
1.7.1	org.apache.tools.ant.input	3	6	4	0.7380952380952381	0.5116279069767442	1
1.7.1	org.apache.tools.ant.listener	4	0	14	0.8333333333333334	0.3448275862068966	-9
1.7.1	org.apache.tools.ant.loader	1	0	1	NaN	0.0	0
1.7.1	org.apache.tools.ant.taskdefs	21	32	166	0.9929804591159173	0.4435564435564436	-30990
1.7.1	org.apache.tools.ant.taskdefs.compilers	5	1	21	0.8653846153846154	0.3387096774193548	-36
1.7.1	org.apache.tools.ant.taskdefs.condition	8	26	33	0.9404761904761905	0.4433497536945813	-294
1.7.1	org.apache.tools.ant.taskdefs.cvslib	4	0	11	0.8727272727272727	0.5714285714285714	-27
1.7.1	org.apache.tools.ant.taskdefs.email	5	2	13	0.75	0.56	-2
1.7.1	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.3684210526315789	-10
1.7.1	org.apache.tools.ant.types	12	252	81	0.9657657657657658	0.3619047619047619	-2463
1.7.1	org.apache.tools.ant.types.mappers	4	0	7	NaN	0.0	0
1.7.1	org.apache.tools.ant.types.resources	9	56	31	0.9621951219512195	0.3924050632911392	-716
1.7.1	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3829787234042553	-27
1.7.1	org.apache.tools.ant.types.resources.selectors	6	12	17	0.9095238095238095	0.3877551020408163	-69
1.7.1	org.apache.tools.ant.types.selectors	8	12	22	0.9024621212121212	0.5902578796561605	-342
1.7.1	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.576271186440678	-27
1.7.1	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.7.1	org.apache.tools.ant.util	8	170	30	0.9859154929577465	0.2903225806451613	-2438
1.7.1	org.apache.tools.ant.util.facade	1	4	2	0.5	0.2	1
1.7.1	org.apache.tools.ant.util.regexp	2	8	4	0.8	0.27586206896551724	-2
1.7.1	org.apache.tools.bzip2	0	5	0	0.7380952380952381	0.7857142857142857	-5
1.7.1	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.7.1	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.7.1	org.apache.tools.zip	0	9	0	0.8406593406593407	0.7435897435897436	-39
1.8.0	org.apache.tools.ant	10	416	47	0.957703081232493	0.35466823253082796	-3074
1.8.0	org.apache.tools.ant.dispatch	1	2	3	0.6666666666666666	0.4	1
1.8.0	org.apache.tools.ant.filters	6	7	19	0.9521276595744681	0.7058823529411765	-962
1.8.0	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.8.0	org.apache.tools.ant.helper	5	2	20	0.8605263157894737	0.5326633165829145	-114
1.8.0	org.apache.tools.ant.input	3	6	4	0.7380952380952381	0.5	1
1.8.0	org.apache.tools.ant.listener	4	0	16	0.8809523809523809	0.2857142857142857	-15
1.8.0	org.apache.tools.ant.loader	1	0	1	NaN	0.0	0
1.8.0	org.apache.tools.ant.property	1	9	6	0.8571428571428571	0.37209302325581395	-12
1.8.0	org.apache.tools.ant.taskdefs	21	37	184	0.9935696906499826	0.429272646140116	-36721
1.8.0	org.apache.tools.ant.taskdefs.compilers	5	1	22	0.8717948717948718	0.32	-38
1.8.0	org.apache.tools.ant.taskdefs.condition	8	26	36	0.9485887096774194	0.45535714285714285	-404
1.8.0	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.8.0	org.apache.tools.ant.taskdefs.email	5	2	16	0.75	0.5185185185185185	-2
1.8.0	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.8.0	org.apache.tools.ant.types	12	292	86	0.9655855855855856	0.3313096270598439	-2461
1.8.0	org.apache.tools.ant.types.mappers	4	0	7	NaN	0.0	0
1.8.0	org.apache.tools.ant.types.resources	11	69	45	0.973445143256464	0.3333333333333333	-1301
1.8.0	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.8.0	org.apache.tools.ant.types.resources.selectors	7	22	19	0.9095238095238095	0.34545454545454546	-69
1.8.0	org.apache.tools.ant.types.selectors	8	15	25	0.9136636636636637	0.583756345177665	-462
1.8.0	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.8.0	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.8.0	org.apache.tools.ant.util	9	193	31	0.9866946778711485	0.31456953642384106	-3424
1.8.0	org.apache.tools.ant.util.facade	2	4	4	0.5	0.16666666666666666	1
1.8.0	org.apache.tools.ant.util.regexp	2	10	3	0.7380952380952381	0.4888888888888889	1
1.8.0	org.apache.tools.bzip2	0	5	0	0.7333333333333333	0.7272727272727273	-3
1.8.0	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.8.0	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.8.0	org.apache.tools.zip	0	11	0	0.9017094017094017	0.8414634146341463	-231
1.8.1	org.apache.tools.ant	10	418	44	0.957703081232493	0.35362997658079626	-3074
1.8.1	org.apache.tools.ant.dispatch	1	2	3	0.6666666666666666	0.4	1
1.8.1	org.apache.tools.ant.filters	6	7	19	0.9521276595744681	0.7058823529411765	-962
1.8.1	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.8.1	org.apache.tools.ant.helper	5	2	20	0.8605263157894737	0.527363184079602	-114
1.8.1	org.apache.tools.ant.input	3	6	4	0.7380952380952381	0.5	1
1.8.1	org.apache.tools.ant.listener	4	0	16	0.8928571428571429	0.32432432432432434	-20
1.8.1	org.apache.tools.ant.loader	1	0	1	NaN	0.0	0
1.8.1	org.apache.tools.ant.property	1	9	6	0.8571428571428571	0.37209302325581395	-12
1.8.1	org.apache.tools.ant.taskdefs	21	36	187	0.9936164565361646	0.428698752228164	-36995
1.8.1	org.apache.tools.ant.taskdefs.compilers	5	1	22	0.8717948717948718	0.32	-38
1.8.1	org.apache.tools.ant.taskdefs.condition	8	25	36	0.9485887096774194	0.45739910313901344	-404
1.8.1	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.8.1	org.apache.tools.ant.taskdefs.email	5	2	15	0.75	0.5283018867924528	-2
1.8.1	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.8.1	org.apache.tools.ant.types	12	291	87	0.9655855855855856	0.3313096270598439	-2461
1.8.1	org.apache.tools.ant.types.mappers	4	0	7	NaN	0.0	0
1.8.1	org.apache.tools.ant.types.resources	11	69	46	0.9732277526395173	0.3183856502242152	-1202
1.8.1	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.8.1	org.apache.tools.ant.types.resources.selectors	7	22	19	0.9095238095238095	0.34545454545454546	-69
1.8.1	org.apache.tools.ant.types.selectors	8	15	25	0.9136636636636637	0.583756345177665	-462
1.8.1	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.8.1	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.8.1	org.apache.tools.ant.util	9	192	31	0.9866946778711485	0.3125	-3424
1.8.1	org.apache.tools.ant.util.facade	2	4	4	0.5	0.16666666666666666	1
1.8.1	org.apache.tools.ant.util.regexp	2	10	3	0.7380952380952381	0.4888888888888889	1
1.8.1	org.apache.tools.bzip2	0	5	0	0.7333333333333333	0.7272727272727273	-3
1.8.1	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.8.1	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.8.1	org.apache.tools.zip	0	11	0	0.9103448275862069	0.8571428571428571	-299
1.8.2	org.apache.tools.ant	11	547	46	0.9582763337893296	0.2929875120076849	-3155
1.8.2	org.apache.tools.ant.dispatch	1	3	3	0.6666666666666666	0.3333333333333333	1
1.8.2	org.apache.tools.ant.filters	6	8	20	0.9521276595744681	0.6967741935483871	-962
1.8.2	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.8.2	org.apache.tools.ant.helper	5	1	21	0.8605263157894737	0.5247524752475248	-114
1.8.2	org.apache.tools.ant.input	3	6	4	0.7380952380952381	0.5	1
1.8.2	org.apache.tools.ant.listener	4	0	16	0.8928571428571429	0.32432432432432434	-20
1.8.2	org.apache.tools.ant.loader	2	1	3	1.0	0.0	-1
1.8.2	org.apache.tools.ant.property	1	10	6	0.8571428571428571	0.35555555555555557	-12
1.8.2	org.apache.tools.ant.taskdefs	22	93	191	0.9937407474742228	0.4072665821715251	-37821
1.8.2	org.apache.tools.ant.taskdefs.compilers	5	1	22	0.8846153846153846	0.328125	-49
1.8.2	org.apache.tools.ant.taskdefs.condition	8	33	37	0.9485887096774194	0.43776824034334766	-404
1.8.2	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.8.2	org.apache.tools.ant.taskdefs.email	5	3	15	0.75	0.5185185185185185	-2
1.8.2	org.apache.tools.ant.taskdefs.optional	10	9	67	0.951058201058201	0.31759656652360513	-334
1.8.2	org.apache.tools.ant.taskdefs.optional.ccm	4	0	12	0.8571428571428571	0.3	-9
1.8.2	org.apache.tools.ant.taskdefs.optional.clearcase	5	0	12	0.9285714285714286	0.22413793103448276	-65
1.8.2	org.apache.tools.ant.taskdefs.optional.depend	6	0	14	0.8055555555555556	0.6511627906976745	-12
1.8.2	org.apache.tools.ant.taskdefs.optional.depend.constantpool	0	1	0	0.7362637362637363	0.9696969696969697	-21
1.8.2	org.apache.tools.ant.taskdefs.optional.ejb	5	0	22	0.8789173789173789	0.6589147286821705	-223
1.8.2	org.apache.tools.ant.taskdefs.optional.extension	4	3	12	0.8875	0.5346534653465347	-66
1.8.2	org.apache.tools.ant.taskdefs.optional.extension.resolvers	3	1	6	1.0	0.0	-3
1.8.2	org.apache.tools.ant.taskdefs.optional.i18n	4	0	8	NaN	0.0	0
1.8.2	org.apache.tools.ant.taskdefs.optional.j2ee	3	0	7	0.5	0.5555555555555556	7
1.8.2	org.apache.tools.ant.taskdefs.optional.javacc	4	0	14	0.6666666666666666	0.0975609756097561	1
1.8.2	org.apache.tools.ant.taskdefs.optional.javah	5	1	14	0.65	0.2692307692307692	4
1.8.2	org.apache.tools.ant.taskdefs.optional.jlink	4	0	6	0.75	0.5	0
1.8.2	org.apache.tools.ant.taskdefs.optional.jsp	5	4	15	0.8333333333333334	0.24390243902439024	-7
1.8.2	org.apache.tools.ant.taskdefs.optional.jsp.compilers	4	1	15	0.6666666666666666	0.20512820512820512	2
1.8.2	org.apache.tools.ant.taskdefs.optional.native2ascii	5	1	11	0.7	0.3076923076923077	2
1.8.2	org.apache.tools.ant.taskdefs.optional.net	2	0	3	0.5833333333333334	0.7142857142857143	0
1.8.2	org.apache.tools.ant.taskdefs.optional.pvcs	4	0	12	0.5	0.14285714285714285	1
1.8.2	org.apache.tools.ant.taskdefs.optional.script	4	0	13	0.5	0.42857142857142855	0
1.8.2	org.apache.tools.ant.taskdefs.optional.sos	4	0	11	0.8333333333333334	0.3225806451612903	-5
1.8.2	org.apache.tools.ant.taskdefs.optional.testing	4	0	12	0.6	0.47058823529411764	2
1.8.2	org.apache.tools.ant.taskdefs.optional.unix	6	0	17	0.8333333333333334	0.12903225806451613	-2
1.8.2	org.apache.tools.ant.taskdefs.optional.vss	4	0	12	0.8782051282051282	0.4418604651162791	-46
1.8.2	org.apache.tools.ant.taskdefs.optional.windows	4	0	7	NaN	0.0	0
1.8.2	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.8.2	org.apache.tools.ant.types	12	399	87	0.9655855855855856	0.2756132756132756	-2461
1.8.2	org.apache.tools.ant.types.mappers	4	0	7	1.0	0.0	-1
1.8.2	org.apache.tools.ant.types.optional	6	0	12	0.9	0.12903225806451613	-6
1.8.2	org.apache.tools.ant.types.optional.depend	4	0	9	0.5	0.35294117647058826	1
1.8.2	org.apache.tools.ant.types.resources	11	71	46	0.975	0.33047210300429186	-1408
1.8.2	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.8.2	org.apache.tools.ant.types.resources.selectors	7	22	20	0.9095238095238095	0.34234234234234234	-69
1.8.2	org.apache.tools.ant.types.selectors	8	16	26	0.9136636636636637	0.5793450881612091	-462
1.8.2	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.8.2	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.8.2	org.apache.tools.ant.util	9	242	32	0.986593707250342	0.28405797101449276	-3503
1.8.2	org.apache.tools.ant.util.depend	3	4	3	0.5	0.2	1
1.8.2	org.apache.tools.ant.util.facade	2	6	4	0.5	0.125	1
1.8.2	org.apache.tools.ant.util.java15	1	1	1	NaN	0.0	0
1.8.2	org.apache.tools.ant.util.optional	2	0	6	1.0	0.0	-3
1.8.2	org.apache.tools.ant.util.regexp	2	12	3	0.7380952380952381	0.4074074074074074	1
1.8.2	org.apache.tools.bzip2	0	5	0	0.7333333333333333	0.7272727272727273	-3
1.8.2	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.8.2	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.8.2	org.apache.tools.zip	0	11	0	0.9103448275862069	0.8571428571428571	-299
1.8.3	org.apache.tools.ant	11	547	49	0.9582763337893296	0.2922855773838045	-3155
1.8.3	org.apache.tools.ant.dispatch	1	3	3	0.6666666666666666	0.3333333333333333	1
1.8.3	org.apache.tools.ant.filters	7	8	25	0.9532312925170068	0.6853582554517134	-1008
1.8.3	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.8.3	org.apache.tools.ant.helper	5	1	21	0.8605263157894737	0.5247524752475248	-114
1.8.3	org.apache.tools.ant.input	3	6	5	0.7380952380952381	0.4888888888888889	1
1.8.3	org.apache.tools.ant.listener	4	0	16	0.8928571428571429	0.32432432432432434	-20
1.8.3	org.apache.tools.ant.loader	2	1	3	1.0	0.0	-1
1.8.3	org.apache.tools.ant.property	1	12	6	0.8571428571428571	0.3333333333333333	-12
1.8.3	org.apache.tools.ant.taskdefs	22	94	192	0.9937407474742228	0.4060657118786858	-37821
1.8.3	org.apache.tools.ant.taskdefs.compilers	5	1	22	0.8846153846153846	0.328125	-49
1.8.3	org.apache.tools.ant.taskdefs.condition	8	35	37	0.9485887096774194	0.4340425531914894	-404
1.8.3	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.8.3	org.apache.tools.ant.taskdefs.email	5	3	15	0.75	0.5185185185185185	-2
1.8.3	org.apache.tools.ant.taskdefs.optional	10	9	67	0.951058201058201	0.31759656652360513	-334
1.8.3	org.apache.tools.ant.taskdefs.optional.ccm	4	0	12	0.8571428571428571	0.3	-9
1.8.3	org.apache.tools.ant.taskdefs.optional.clearcase	5	0	12	0.9285714285714286	0.22413793103448276	-65
1.8.3	org.apache.tools.ant.taskdefs.optional.depend	6	0	14	0.8055555555555556	0.6511627906976745	-12
1.8.3	org.apache.tools.ant.taskdefs.optional.depend.constantpool	0	1	0	0.7362637362637363	0.9696969696969697	-21
1.8.3	org.apache.tools.ant.taskdefs.optional.ejb	5	0	22	0.8789173789173789	0.6589147286821705	-223
1.8.3	org.apache.tools.ant.taskdefs.optional.extension	4	3	12	0.8875	0.5346534653465347	-66
1.8.3	org.apache.tools.ant.taskdefs.optional.extension.resolvers	3	1	6	1.0	0.0	-3
1.8.3	org.apache.tools.ant.taskdefs.optional.i18n	4	0	8	NaN	0.0	0
1.8.3	org.apache.tools.ant.taskdefs.optional.j2ee	3	0	7	0.5	0.5555555555555556	7
1.8.3	org.apache.tools.ant.taskdefs.optional.javacc	4	0	14	0.6666666666666666	0.0975609756097561	1
1.8.3	org.apache.tools.ant.taskdefs.optional.javah	5	1	14	0.65	0.2692307692307692	4
1.8.3	org.apache.tools.ant.taskdefs.optional.jlink	4	0	6	0.75	0.5	0
1.8.3	org.apache.tools.ant.taskdefs.optional.jsp	5	4	15	0.8333333333333334	0.24390243902439024	-7
1.8.3	org.apache.tools.ant.taskdefs.optional.jsp.compilers	4	1	15	0.6666666666666666	0.20512820512820512	2
1.8.3	org.apache.tools.ant.taskdefs.optional.native2ascii	5	1	11	0.7	0.3076923076923077	2
1.8.3	org.apache.tools.ant.taskdefs.optional.net	2	0	3	0.5833333333333334	0.7142857142857143	0
1.8.3	org.apache.tools.ant.taskdefs.optional.pvcs	4	0	12	0.5	0.14285714285714285	1
1.8.3	org.apache.tools.ant.taskdefs.optional.script	4	0	13	0.5	0.42857142857142855	0
1.8.3	org.apache.tools.ant.taskdefs.optional.sos	4	0	11	0.8333333333333334	0.3225806451612903	-5
1.8.3	org.apache.tools.ant.taskdefs.optional.testing	4	0	12	0.6	0.47058823529411764	2
1.8.3	org.apache.tools.ant.taskdefs.optional.unix	6	0	17	0.8333333333333334	0.12903225806451613	-2
1.8.3	org.apache.tools.ant.taskdefs.optional.vss	4	0	12	0.8782051282051282	0.4418604651162791	-46
1.8.3	org.apache.tools.ant.taskdefs.optional.windows	4	0	7	NaN	0.0	0
1.8.3	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.8.3	org.apache.tools.ant.types	12	400	88	0.9654054054054054	0.2760603882099209	-2459
1.8.3	org.apache.tools.ant.types.mappers	4	0	7	1.0	0.0	-1
1.8.3	org.apache.tools.ant.types.optional	6	0	12	0.9	0.12903225806451613	-6
1.8.3	org.apache.tools.ant.types.optional.depend	4	0	9	0.5	0.35294117647058826	1
1.8.3	org.apache.tools.ant.types.resources	11	71	46	0.975	0.32905982905982906	-1408
1.8.3	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.8.3	org.apache.tools.ant.types.resources.selectors	7	22	20	0.9095238095238095	0.34234234234234234	-69
1.8.3	org.apache.tools.ant.types.selectors	8	16	26	0.9136636636636637	0.5793450881612091	-462
1.8.3	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.8.3	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.8.3	org.apache.tools.ant.util	9	245	32	0.9869383490073145	0.28653295128939826	-3672
1.8.3	org.apache.tools.ant.util.depend	3	4	3	0.5	0.2	1
1.8.3	org.apache.tools.ant.util.facade	2	6	4	0.5	0.125	1
1.8.3	org.apache.tools.ant.util.java15	1	1	1	NaN	0.0	0
1.8.3	org.apache.tools.ant.util.optional	2	0	6	1.0	0.0	-3
1.8.3	org.apache.tools.ant.util.regexp	2	12	3	0.7380952380952381	0.4074074074074074	1
1.8.3	org.apache.tools.bzip2	0	5	0	0.7333333333333333	0.7272727272727273	-3
1.8.3	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.8.3	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.8.3	org.apache.tools.zip	0	11	0	0.9103448275862069	0.8571428571428571	-299
1.8.4	org.apache.tools.ant	11	547	49	0.9582763337893296	0.2922855773838045	-3155
1.8.4	org.apache.tools.ant.dispatch	1	3	3	0.6666666666666666	0.3333333333333333	1
1.8.4	org.apache.tools.ant.filters	7	8	25	0.9532312925170068	0.6853582554517134	-1008
1.8.4	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.8.4	org.apache.tools.ant.helper	5	1	21	0.8605263157894737	0.5247524752475248	-114
1.8.4	org.apache.tools.ant.input	3	6	5	0.7380952380952381	0.4888888888888889	1
1.8.4	org.apache.tools.ant.listener	4	0	16	0.8928571428571429	0.32432432432432434	-20
1.8.4	org.apache.tools.ant.loader	2	1	3	1.0	0.0	-1
1.8.4	org.apache.tools.ant.property	1	12	6	0.8571428571428571	0.3333333333333333	-12
1.8.4	org.apache.tools.ant.taskdefs	22	94	192	0.9937407474742228	0.4060657118786858	-37821
1.8.4	org.apache.tools.ant.taskdefs.compilers	5	1	22	0.8846153846153846	0.328125	-49
1.8.4	org.apache.tools.ant.taskdefs.condition	8	35	37	0.9485887096774194	0.4340425531914894	-404
1.8.4	org.apache.tools.ant.taskdefs.cvslib	4	0	13	0.8727272727272727	0.5185185185185185	-27
1.8.4	org.apache.tools.ant.taskdefs.email	5	3	15	0.75	0.5185185185185185	-2
1.8.4	org.apache.tools.ant.taskdefs.optional	10	9	67	0.951058201058201	0.31759656652360513	-334
1.8.4	org.apache.tools.ant.taskdefs.optional.ccm	4	0	12	0.8571428571428571	0.3	-9
1.8.4	org.apache.tools.ant.taskdefs.optional.clearcase	5	0	12	0.9285714285714286	0.22413793103448276	-65
1.8.4	org.apache.tools.ant.taskdefs.optional.depend	6	0	14	0.8055555555555556	0.6511627906976745	-12
1.8.4	org.apache.tools.ant.taskdefs.optional.depend.constantpool	0	1	0	0.7362637362637363	0.9696969696969697	-21
1.8.4	org.apache.tools.ant.taskdefs.optional.ejb	5	0	22	0.8789173789173789	0.6589147286821705	-223
1.8.4	org.apache.tools.ant.taskdefs.optional.extension	4	3	12	0.8875	0.5346534653465347	-66
1.8.4	org.apache.tools.ant.taskdefs.optional.extension.resolvers	3	1	6	1.0	0.0	-3
1.8.4	org.apache.tools.ant.taskdefs.optional.i18n	4	0	8	NaN	0.0	0
1.8.4	org.apache.tools.ant.taskdefs.optional.j2ee	3	0	7	0.5	0.5555555555555556	7
1.8.4	org.apache.tools.ant.taskdefs.optional.javacc	4	0	14	0.6666666666666666	0.0975609756097561	1
1.8.4	org.apache.tools.ant.taskdefs.optional.javah	5	1	14	0.65	0.2692307692307692	4
1.8.4	org.apache.tools.ant.taskdefs.optional.jlink	4	0	6	0.75	0.5	0
1.8.4	org.apache.tools.ant.taskdefs.optional.jsp	5	4	15	0.8333333333333334	0.24390243902439024	-7
1.8.4	org.apache.tools.ant.taskdefs.optional.jsp.compilers	4	1	15	0.6666666666666666	0.20512820512820512	2
1.8.4	org.apache.tools.ant.taskdefs.optional.native2ascii	5	1	11	0.7	0.3076923076923077	2
1.8.4	org.apache.tools.ant.taskdefs.optional.net	2	0	3	0.5833333333333334	0.7142857142857143	0
1.8.4	org.apache.tools.ant.taskdefs.optional.pvcs	4	0	12	0.5	0.14285714285714285	1
1.8.4	org.apache.tools.ant.taskdefs.optional.script	4	0	13	0.5	0.42857142857142855	0
1.8.4	org.apache.tools.ant.taskdefs.optional.sos	4	0	11	0.8333333333333334	0.3225806451612903	-5
1.8.4	org.apache.tools.ant.taskdefs.optional.testing	4	0	12	0.6	0.47058823529411764	2
1.8.4	org.apache.tools.ant.taskdefs.optional.unix	6	0	17	0.8333333333333334	0.12903225806451613	-2
1.8.4	org.apache.tools.ant.taskdefs.optional.vss	4	0	12	0.8782051282051282	0.4418604651162791	-46
1.8.4	org.apache.tools.ant.taskdefs.optional.windows	4	0	7	NaN	0.0	0
1.8.4	org.apache.tools.ant.taskdefs.rmic	4	1	19	0.8055555555555556	0.35443037974683544	-10
1.8.4	org.apache.tools.ant.types	12	400	88	0.9654054054054054	0.2760603882099209	-2459
1.8.4	org.apache.tools.ant.types.mappers	4	0	7	1.0	0.0	-1
1.8.4	org.apache.tools.ant.types.optional	6	0	12	0.9	0.12903225806451613	-6
1.8.4	org.apache.tools.ant.types.optional.depend	4	0	9	0.5	0.35294117647058826	1
1.8.4	org.apache.tools.ant.types.resources	11	71	46	0.975	0.32905982905982906	-1408
1.8.4	org.apache.tools.ant.types.resources.comparators	4	4	7	0.9	0.3673469387755102	-27
1.8.4	org.apache.tools.ant.types.resources.selectors	7	22	20	0.9095238095238095	0.34234234234234234	-69
1.8.4	org.apache.tools.ant.types.selectors	8	16	26	0.9136636636636637	0.5793450881612091	-462
1.8.4	org.apache.tools.ant.types.selectors.modifiedselector	6	6	15	0.8454545454545455	0.5666666666666667	-27
1.8.4	org.apache.tools.ant.types.spi	1	1	3	0.5	0.2222222222222222	1
1.8.4	org.apache.tools.ant.util	9	245	32	0.9869383490073145	0.28653295128939826	-3672
1.8.4	org.apache.tools.ant.util.depend	3	4	3	0.5	0.2	1
1.8.4	org.apache.tools.ant.util.facade	2	6	4	0.5	0.125	1
1.8.4	org.apache.tools.ant.util.java15	1	1	1	NaN	0.0	0
1.8.4	org.apache.tools.ant.util.optional	2	0	6	1.0	0.0	-3
1.8.4	org.apache.tools.ant.util.regexp	2	12	3	0.7380952380952381	0.4074074074074074	1
1.8.4	org.apache.tools.bzip2	0	5	0	0.7380952380952381	0.7857142857142857	-5
1.8.4	org.apache.tools.mail	0	2	0	0.75	0.75	0
1.8.4	org.apache.tools.tar	0	4	0	0.8	0.6	-3
1.8.4	org.apache.tools.zip	0	11	0	0.9103448275862069	0.8571428571428571	-299
1.9.0	org.apache.tools.ant	13	552	58	0.9594627594627595	0.3066974595842956	-3555
1.9.0	org.apache.tools.ant.dispatch	1	3	3	0.6666666666666666	0.3076923076923077	1
1.9.0	org.apache.tools.ant.filters	7	8	25	0.9532312925170068	0.6853582554517134	-1008
1.9.0	org.apache.tools.ant.filters.util	4	7	11	-0.0	0.17391304347826086	1
1.9.0	org.apache.tools.ant.helper	5	3	21	0.8605263157894737	0.5247524752475248	-114
1.9.0	org.apache.tools.ant.input	3	6	5	0.7380952380952381	0.4888888888888889	1
