version	package	classe	attr	meth	pmeth
1.1.0	com.oreilly.servlet	MailMessage	1	27	10
1.1.0	com.oreilly.servlet	MailPrintStream	1	5	3
1.1.0	org.apache.tools.ant.taskdefs	Ant	1	8	8
1.1.0	org.apache.tools.ant.taskdefs	AntStructure	1	8	3
1.1.0	org.apache.tools.ant.taskdefs	Available	1	10	7
1.1.0	org.apache.tools.ant.taskdefs	Chmod	1	7	6
1.1.0	org.apache.tools.ant.taskdefs	CompileTask	1	4	4
1.1.0	org.apache.tools.ant.taskdefs	Copydir	1	7	6
1.1.0	org.apache.tools.ant.taskdefs	Copyfile	1	5	5
1.1.0	org.apache.tools.ant.taskdefs	Cvs	1	10	10
1.1.0	org.apache.tools.ant.taskdefs	Delete	1	5	5
1.1.0	org.apache.tools.ant.taskdefs	Deltree	1	4	3
1.1.0	org.apache.tools.ant.taskdefs	Echo	1	3	3
1.1.0	org.apache.tools.ant.taskdefs	Exec	2	10	7
1.1.0	org.apache.tools.ant.taskdefs	Exec$StreamPumper	2	3	3
1.1.0	org.apache.tools.ant.taskdefs	Expand	1	4	4
1.1.0	org.apache.tools.ant.taskdefs	Filter	1	4	4
1.1.0	org.apache.tools.ant.taskdefs	FixCRLF	2	8	8
1.1.0	org.apache.tools.ant.taskdefs	FixCRLF$AddAsisRemove	2	2	2
1.1.0	org.apache.tools.ant.taskdefs	GUnzip	1	4	4
1.1.0	org.apache.tools.ant.taskdefs	GZip	1	6	4
1.1.0	org.apache.tools.ant.taskdefs	Get	1	6	6
1.1.0	org.apache.tools.ant.taskdefs	Jar	1	6	3
1.1.0	org.apache.tools.ant.taskdefs	Java	1	13	10
1.1.0	org.apache.tools.ant.taskdefs	Javac	2	24	16
1.1.0	org.apache.tools.ant.taskdefs	Javac$JarFilenameFilter	2	2	1
1.1.0	org.apache.tools.ant.taskdefs	JavacOutputStream	1	4	1
1.1.0	org.apache.tools.ant.taskdefs	Javadoc	2	58	51
1.1.0	org.apache.tools.ant.taskdefs	Javadoc$DocletParam	2	5	5
1.1.0	org.apache.tools.ant.taskdefs	Javadoc$DocletInfo	2	8	8
1.1.0	org.apache.tools.ant.taskdefs	Javadoc$LinkArgument	2	7	7
1.1.0	org.apache.tools.ant.taskdefs	Javadoc$GroupArgument	2	5	5
1.1.0	org.apache.tools.ant.taskdefs	Javadoc$JavaReader	2	4	4
1.1.0	org.apache.tools.ant.taskdefs	Jikes	1	2	0
1.1.0	org.apache.tools.ant.taskdefs	JikesOutputParser	1	7	0
1.1.0	org.apache.tools.ant.taskdefs	KeySubst	1	8	8
1.1.0	org.apache.tools.ant.taskdefs	MatchingTask	2	15	10
1.1.0	org.apache.tools.ant.taskdefs	MatchingTask$NameEntry	2	5	5
1.1.0	org.apache.tools.ant.taskdefs	Mkdir	1	3	3
1.1.0	org.apache.tools.ant.taskdefs	Patch	1	10	10
1.1.0	org.apache.tools.ant.taskdefs	Property	1	15	9
1.1.0	org.apache.tools.ant.taskdefs	Rename	1	5	5
1.1.0	org.apache.tools.ant.taskdefs	Replace	1	8	6
1.1.0	org.apache.tools.ant.taskdefs	Rmic	1	18	11
1.1.0	org.apache.tools.ant.taskdefs	SignJar	1	13	13
1.1.0	org.apache.tools.ant.taskdefs	Tar	1	5	4
1.1.0	org.apache.tools.ant.taskdefs	TaskOutputStream	1	3	1
1.1.0	org.apache.tools.ant.taskdefs	Taskdef	1	6	6
1.1.0	org.apache.tools.ant.taskdefs	Touch	1	8	5
1.1.0	org.apache.tools.ant.taskdefs	Tstamp	1	2	2
1.1.0	org.apache.tools.ant.taskdefs	Untar	1	4	4
1.1.0	org.apache.tools.ant.taskdefs	XSLTLiaison	1	2	2
1.1.0	org.apache.tools.ant.taskdefs	XSLTProcess	1	8	7
1.1.0	org.apache.tools.ant.taskdefs	Zip	1	9	5
1.1.0	org.apache.tools.ant	BuildEvent	1	11	11
1.1.0	org.apache.tools.ant	BuildException	1	10	10
1.1.0	org.apache.tools.ant	BuildListener	1	7	7
1.1.0	org.apache.tools.ant	DefaultLogger	1	10	8
1.1.0	org.apache.tools.ant	DesirableFilter	1	2	2
1.1.0	org.apache.tools.ant	DirectoryScanner	1	20	14
1.1.0	org.apache.tools.ant	EnumeratedAttribute	1	5	5
1.1.0	org.apache.tools.ant	IntrospectionHelper	2	14	9
1.1.0	org.apache.tools.ant	IntrospectionHelper$1	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$2	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$3	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$4	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$5	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$6	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$7	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$8	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$9	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$10	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$11	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$12	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$13	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$14	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$15	2	2	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$NestedCreator	2	1	1
1.1.0	org.apache.tools.ant	IntrospectionHelper$AttributeSetter	2	1	1
1.1.0	org.apache.tools.ant	Location	1	5	3
1.1.0	org.apache.tools.ant	Main	1	8	1
1.1.0	org.apache.tools.ant	Map	1	1	1
1.1.0	org.apache.tools.ant	Path	1	12	10
1.1.0	org.apache.tools.ant	PathTokenizer	1	3	3
1.1.0	org.apache.tools.ant	Project	1	63	48
1.1.0	org.apache.tools.ant	ProjectHelper	2	13	2
1.1.0	org.apache.tools.ant	ProjectHelper$AbstractHandler	2	4	4
1.1.0	org.apache.tools.ant	ProjectHelper$RootHandler	2	3	2
1.1.0	org.apache.tools.ant	ProjectHelper$ProjectHandler	2	6	3
1.1.0	org.apache.tools.ant	ProjectHelper$TargetHandler	2	3	3
1.1.0	org.apache.tools.ant	ProjectHelper$TaskHandler	2	4	4
1.1.0	org.apache.tools.ant	ProjectHelper$NestedElementHandler	2	4	4
1.1.0	org.apache.tools.ant	Target	1	15	13
1.1.0	org.apache.tools.ant	Task	1	16	14
1.1.0	org.apache.tools.ant	TaskAdapter	1	4	4
1.1.0	org.apache.tools.ant	XmlLogger	1	12	8
1.1.0	org.apache.tools.tar	TarBuffer	1	21	17
1.1.0	org.apache.tools.tar	TarConstants	1	0	0
1.1.0	org.apache.tools.tar	TarEntry	1	28	27
1.1.0	org.apache.tools.tar	TarInputStream	1	16	16
1.1.0	org.apache.tools.tar	TarOutputStream	1	14	13
1.1.0	org.apache.tools.tar	TarUtils	1	8	8
1.2.0	org.apache.tools.ant	AntClassLoader	1	13	8
1.2.0	org.apache.tools.ant	BuildEvent	1	11	11
1.2.0	org.apache.tools.ant	BuildException	1	11	11
1.2.0	org.apache.tools.ant	BuildListener	1	7	7
1.2.0	org.apache.tools.ant	BuildLogger	1	4	4
1.2.0	org.apache.tools.ant	DefaultLogger	1	14	12
1.2.0	org.apache.tools.ant	DesirableFilter	1	2	2
1.2.0	org.apache.tools.ant	DirectoryScanner	1	23	14
1.2.0	org.apache.tools.ant	FileScanner	1	13	13
1.2.0	org.apache.tools.ant	IntrospectionHelper$1	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$10	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$11	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$12	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$13	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$14	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$15	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$16	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$2	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$3	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$4	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$5	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$6	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$7	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$8	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$9	2	2	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$AttributeSetter	2	1	1
1.2.0	org.apache.tools.ant	IntrospectionHelper$NestedCreator	2	1	1
1.2.0	org.apache.tools.ant	IntrospectionHelper	2	14	9
1.2.0	org.apache.tools.ant	Location	1	5	3
1.2.0	org.apache.tools.ant	Main	1	15	1
1.2.0	org.apache.tools.ant	Map	1	1	1
1.2.0	org.apache.tools.ant	PathTokenizer	1	3	3
1.2.0	org.apache.tools.ant	Project	1	67	52
1.2.0	org.apache.tools.ant	ProjectHelper$AbstractHandler	2	4	4
1.2.0	org.apache.tools.ant	ProjectHelper$DataTypeHandler	2	4	4
1.2.0	org.apache.tools.ant	ProjectHelper$NestedElementHandler	2	4	4
1.2.0	org.apache.tools.ant	ProjectHelper$ProjectHandler	2	7	3
1.2.0	org.apache.tools.ant	ProjectHelper$RootHandler	2	4	3
1.2.0	org.apache.tools.ant	ProjectHelper$TargetHandler	2	3	3
1.2.0	org.apache.tools.ant	ProjectHelper$TaskHandler	2	4	4
1.2.0	org.apache.tools.ant	ProjectHelper	2	17	5
1.2.0	org.apache.tools.ant	RuntimeConfigurable	1	9	7
1.2.0	org.apache.tools.ant	Target	1	18	15
1.2.0	org.apache.tools.ant	Task	1	19	16
1.2.0	org.apache.tools.ant	TaskAdapter	1	4	4
1.2.0	org.apache.tools.ant.taskdefs	Ant	1	10	8
1.2.0	org.apache.tools.ant.taskdefs	AntStructure	1	8	3
1.2.0	org.apache.tools.ant.taskdefs	Available	1	13	10
1.2.0	org.apache.tools.ant.taskdefs	CallTarget	1	5	5
1.2.0	org.apache.tools.ant.taskdefs	Chmod	1	14	12
1.2.0	org.apache.tools.ant.taskdefs	CompileTask	2	4	4
1.2.0	org.apache.tools.ant.taskdefs	Copy	1	14	11
1.2.0	org.apache.tools.ant.taskdefs	Copydir	2	8	7
1.2.0	org.apache.tools.ant.taskdefs	Copyfile	2	6	6
1.2.0	org.apache.tools.ant.taskdefs	Cvs	1	12	12
1.2.0	org.apache.tools.ant.taskdefs	Delete	1	16	14
1.2.0	org.apache.tools.ant.taskdefs	Deltree	2	4	3
1.2.0	org.apache.tools.ant.taskdefs	Echo	1	6	6
1.2.0	org.apache.tools.ant.taskdefs	Exec$StreamPumper	2	3	3
1.2.0	org.apache.tools.ant.taskdefs	Exec	2	10	7
1.2.0	org.apache.tools.ant.taskdefs	ExecTask	1	18	11
1.2.0	org.apache.tools.ant.taskdefs	Execute$CommandLauncher	2	3	2
1.2.0	org.apache.tools.ant.taskdefs	Execute$CommandLauncherProxy	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Execute$Java11CommandLauncher	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Execute$Java13CommandLauncher	2	2	2
1.2.0	org.apache.tools.ant.taskdefs	Execute$MacCommandLauncher	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Execute$ScriptCommandLauncher	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Execute$WinNTCommandLauncher	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Execute	2	18	11
1.2.0	org.apache.tools.ant.taskdefs	ExecuteJava	1	5	5
1.2.0	org.apache.tools.ant.taskdefs	ExecuteOn$FileDirBoth	2	2	2
1.2.0	org.apache.tools.ant.taskdefs	ExecuteOn	2	6	4
1.2.0	org.apache.tools.ant.taskdefs	ExecuteStreamHandler	1	5	5
1.2.0	org.apache.tools.ant.taskdefs	ExecuteWatchdog	1	5	5
1.2.0	org.apache.tools.ant.taskdefs	Exit	1	3	3
1.2.0	org.apache.tools.ant.taskdefs	Expand	1	5	4
1.2.0	org.apache.tools.ant.taskdefs	Filter	1	6	5
1.2.0	org.apache.tools.ant.taskdefs	FixCRLF$AddAsisRemove	2	2	2
1.2.0	org.apache.tools.ant.taskdefs	FixCRLF	2	8	8
1.2.0	org.apache.tools.ant.taskdefs	GenerateKey$DistinguishedName	2	5	5
1.2.0	org.apache.tools.ant.taskdefs	GenerateKey$DnameParam	2	5	5
1.2.0	org.apache.tools.ant.taskdefs	GenerateKey	2	14	14
1.2.0	org.apache.tools.ant.taskdefs	Get	1	8	7
1.2.0	org.apache.tools.ant.taskdefs	GUnzip	1	4	4
1.2.0	org.apache.tools.ant.taskdefs	GZip	1	6	4
1.2.0	org.apache.tools.ant.taskdefs	Jar	1	6	3
1.2.0	org.apache.tools.ant.taskdefs	Java	1	21	18
1.2.0	org.apache.tools.ant.taskdefs	Javac	1	33	20
1.2.0	org.apache.tools.ant.taskdefs	JavacOutputStream	2	4	1
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$1	2	2	1
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$DocletInfo	2	9	9
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$DocletParam	2	5	5
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$GroupArgument	2	5	5
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$JavadocOutputStream	2	3	0
1.2.0	org.apache.tools.ant.taskdefs	Javadoc$LinkArgument	2	7	7
1.2.0	org.apache.tools.ant.taskdefs	Javadoc	2	66	56
1.2.0	org.apache.tools.ant.taskdefs	Jikes	2	2	0
1.2.0	org.apache.tools.ant.taskdefs	JikesOutputParser	2	12	5
1.2.0	org.apache.tools.ant.taskdefs	KeySubst	2	8	8
1.2.0	org.apache.tools.ant.taskdefs	LogOutputStream	1	7	4
1.2.0	org.apache.tools.ant.taskdefs	LogStreamHandler	1	1	1
1.2.0	org.apache.tools.ant.taskdefs	MatchingTask	1	12	11
1.2.0	org.apache.tools.ant.taskdefs	Mkdir	1	3	3
1.2.0	org.apache.tools.ant.taskdefs	Move	1	4	1
1.2.0	org.apache.tools.ant.taskdefs.optional	Cab	1	17	8
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	DescriptorHandler	1	10	9
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	EJBDeploymentTool	1	4	4
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	EjbJar	1	12	12
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	GenericDeploymentTool	1	19	7
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	InnerClassFilenameFilter	1	2	1
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	WeblogicDeploymentTool	1	14	9
1.2.0	org.apache.tools.ant.taskdefs.optional.ejb	WeblogicTOPLinkDeploymentTool	1	6	4
1.2.0	org.apache.tools.ant.taskdefs.optional.javacc	JavaCC	1	26	25
1.2.0	org.apache.tools.ant.taskdefs.optional.javacc	JJTree	1	16	16
1.2.0	org.apache.tools.ant.taskdefs.optional.jlink	ClassNameReader	1	2	2
1.2.0	org.apache.tools.ant.taskdefs.optional.jlink	ConstantPool	1	1	0
1.2.0	org.apache.tools.ant.taskdefs.optional.jlink	jlink	1	17	9
1.2.0	org.apache.tools.ant.taskdefs.optional.jlink	JlinkTask	1	11	8
1.2.0	org.apache.tools.ant.taskdefs.optional.jsp	WLJspc	1	9	7
1.2.0	org.apache.tools.ant.taskdefs.optional.metamata	MParse	1	7	7
1.2.0	org.apache.tools.ant.taskdefs.optional	Native2Ascii	1	8	7
1.2.0	org.apache.tools.ant.taskdefs.optional.perforce	P4sync	1	14	13
1.2.0	org.apache.tools.ant.taskdefs.optional	RenameExtensions	1	7	6
1.2.0	org.apache.tools.ant.taskdefs.optional.vss	MSVSS	1	8	7
1.2.0	org.apache.tools.ant.taskdefs.optional.vss	MSVSSGET	1	12	12
1.2.0	org.apache.tools.ant.taskdefs	Patch	1	9	9
1.2.0	org.apache.tools.ant.taskdefs	Property	1	21	15
1.2.0	org.apache.tools.ant.taskdefs	PumpStreamHandler	1	11	8
1.2.0	org.apache.tools.ant.taskdefs	Rename	2	5	5
1.2.0	org.apache.tools.ant.taskdefs	Replace$NestedString	2	3	3
1.2.0	org.apache.tools.ant.taskdefs	Replace	2	10	8
1.2.0	org.apache.tools.ant.taskdefs	Rmic	1	17	11
1.2.0	org.apache.tools.ant.taskdefs	SendEmail	1	8	8
1.2.0	org.apache.tools.ant.taskdefs	SignJar	1	13	13
1.2.0	org.apache.tools.ant.taskdefs	SQLExec$OnError	2	2	2
1.2.0	org.apache.tools.ant.taskdefs	SQLExec$Transaction	2	5	3
1.2.0	org.apache.tools.ant.taskdefs	SQLExec	2	23	19
1.2.0	org.apache.tools.ant.taskdefs	StreamPumper	1	2	2
1.2.0	org.apache.tools.ant.taskdefs	Tar	1	5	4
1.2.0	org.apache.tools.ant.taskdefs	Taskdef	1	8	8
1.2.0	org.apache.tools.ant.taskdefs	TaskOutputStream	2	3	1
1.2.0	org.apache.tools.ant.taskdefs	Touch	1	8	5
1.2.0	org.apache.tools.ant.taskdefs	Tstamp	1	2	2
1.2.0	org.apache.tools.ant.taskdefs	Untar	1	4	4
1.2.0	org.apache.tools.ant.taskdefs	UpToDate	1	6	5
1.2.0	org.apache.tools.ant.taskdefs	War	1	11	6
1.2.0	org.apache.tools.ant.taskdefs	XSLTLiaison	1	2	2
1.2.0	org.apache.tools.ant.taskdefs	XSLTProcess	1	9	7
1.2.0	org.apache.tools.ant.taskdefs	Zip	1	16	7
1.2.0	org.apache.tools.ant.types	Commandline$Argument	2	6	6
1.2.0	org.apache.tools.ant.types	Commandline	2	16	16
1.2.0	org.apache.tools.ant.types	CommandlineJava$SysProperties	2	6	6
1.2.0	org.apache.tools.ant.types	CommandlineJava	2	21	21
1.2.0	org.apache.tools.ant.types	DataType	1	9	5
1.2.0	org.apache.tools.ant.types	EnumeratedAttribute	1	5	5
1.2.0	org.apache.tools.ant.types	Environment$Variable	2	8	8
1.2.0	org.apache.tools.ant.types	Environment	2	3	3
1.2.0	org.apache.tools.ant.types	FileSet	1	15	14
1.2.0	org.apache.tools.ant.types	Path$PathElement	2	4	4
1.2.0	org.apache.tools.ant.types	Path	2	22	16
1.2.0	org.apache.tools.ant.types	PatternSet$NameEntry	2	7	6
1.2.0	org.apache.tools.ant.types	PatternSet	2	16	11
1.2.0	org.apache.tools.ant.types	Reference	1	5	5
1.2.0	org.apache.tools.ant	UnknownElement	1	6	5
1.2.0	org.apache.tools.ant	XmlLogger	1	11	8
1.2.0	org.apache.tools.mail	MailMessage	1	27	10
1.2.0	org.apache.tools.mail	MailPrintStream	1	5	3
1.2.0	org.apache.tools.tar	TarBuffer	1	21	17
1.2.0	org.apache.tools.tar	TarConstants	1	0	0
1.2.0	org.apache.tools.tar	TarEntry	1	28	27
1.2.0	org.apache.tools.tar	TarInputStream	1	16	16
1.2.0	org.apache.tools.tar	TarOutputStream	1	14	13
1.2.0	org.apache.tools.tar	TarUtils	1	8	8
1.3.0	org.apache.tools.ant	AntClassLoader	1	17	9
1.3.0	org.apache.tools.ant	BuildEvent	1	11	11
1.3.0	org.apache.tools.ant	BuildException	1	14	14
1.3.0	org.apache.tools.ant	BuildListener	1	7	7
1.3.0	org.apache.tools.ant	BuildLogger	1	4	4
1.3.0	org.apache.tools.ant	Constants	1	0	0
1.3.0	org.apache.tools.ant	DefaultLogger	1	14	12
1.3.0	org.apache.tools.ant	DesirableFilter	1	2	2
1.3.0	org.apache.tools.ant	DirectoryScanner	1	23	14
1.3.0	org.apache.tools.ant	FileScanner	1	13	13
1.3.0	org.apache.tools.ant	IntrospectionHelper$1	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$10	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$11	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$12	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$13	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$14	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$15	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$16	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$2	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$3	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$4	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$5	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$6	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$7	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$8	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$9	2	2	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$AttributeSetter	2	1	1
1.3.0	org.apache.tools.ant	IntrospectionHelper$NestedCreator	2	1	1
1.3.0	org.apache.tools.ant	IntrospectionHelper	2	14	9
1.3.0	org.apache.tools.ant	Location	1	5	3
1.3.0	org.apache.tools.ant	Main	1	14	1
1.3.0	org.apache.tools.ant	NoBannerLogger	1	4	4
1.3.0	org.apache.tools.ant	PathTokenizer	1	3	3
1.3.0	org.apache.tools.ant	Project	1	71	55
1.3.0	org.apache.tools.ant	ProjectHelper$1	2	0	0
1.3.0	org.apache.tools.ant	ProjectHelper$AbstractHandler	2	5	4
1.3.0	org.apache.tools.ant	ProjectHelper$DataTypeHandler	2	4	4
1.3.0	org.apache.tools.ant	ProjectHelper$NestedElementHandler	2	4	4
1.3.0	org.apache.tools.ant	ProjectHelper$ProjectHandler	2	7	3
1.3.0	org.apache.tools.ant	ProjectHelper$RootHandler	2	5	3
1.3.0	org.apache.tools.ant	ProjectHelper$TargetHandler	2	3	3
1.3.0	org.apache.tools.ant	ProjectHelper$TaskHandler	2	5	4
1.3.0	org.apache.tools.ant	ProjectHelper	2	17	5
1.3.0	org.apache.tools.ant	RuntimeConfigurable	1	9	7
1.3.0	org.apache.tools.ant	Target	1	19	16
1.3.0	org.apache.tools.ant	Task	1	19	16
1.3.0	org.apache.tools.ant	TaskAdapter	1	4	4
1.3.0	org.apache.tools.ant.taskdefs	Ant	1	10	8
1.3.0	org.apache.tools.ant.taskdefs	AntStructure	1	8	3
1.3.0	org.apache.tools.ant.taskdefs	Available	1	13	10
1.3.0	org.apache.tools.ant.taskdefs	CallTarget	1	5	5
1.3.0	org.apache.tools.ant.taskdefs	Chmod	2	14	12
1.3.0	org.apache.tools.ant.taskdefs.compilers	CompilerAdapter	1	2	2
1.3.0	org.apache.tools.ant.taskdefs.compilers	CompilerAdapterFactory	1	3	1
1.3.0	org.apache.tools.ant.taskdefs.compilers	DefaultCompilerAdapter	2	10	4
1.3.0	org.apache.tools.ant.taskdefs.compilers	Javac12	1	3	2
1.3.0	org.apache.tools.ant.taskdefs.compilers	Javac13	1	2	2
1.3.0	org.apache.tools.ant.taskdefs.compilers	Jikes	2	2	2
1.3.0	org.apache.tools.ant.taskdefs.compilers	Jvc	2	2	2
1.3.0	org.apache.tools.ant.taskdefs	CompileTask	3	4	4
1.3.0	org.apache.tools.ant.taskdefs	Copy	1	17	13
1.3.0	org.apache.tools.ant.taskdefs	Copydir	2	8	7
1.3.0	org.apache.tools.ant.taskdefs	Copyfile	2	6	6
1.3.0	org.apache.tools.ant.taskdefs	Cvs	2	12	12
1.3.0	org.apache.tools.ant.taskdefs	Delete	2	18	16
1.3.0	org.apache.tools.ant.taskdefs	Deltree	2	4	3
1.3.0	org.apache.tools.ant.taskdefs	Echo$EchoLevel	2	2	2
1.3.0	org.apache.tools.ant.taskdefs	Echo	2	7	7
1.3.0	org.apache.tools.ant.taskdefs	Exec$StreamPumper	2	3	3
1.3.0	org.apache.tools.ant.taskdefs	Exec	2	10	7
1.3.0	org.apache.tools.ant.taskdefs	ExecTask	2	19	12
1.3.0	org.apache.tools.ant.taskdefs	Execute$1	2	0	0
1.3.0	org.apache.tools.ant.taskdefs	Execute$CommandLauncher	2	4	2
1.3.0	org.apache.tools.ant.taskdefs	Execute$CommandLauncherProxy	2	2	1
1.3.0	org.apache.tools.ant.taskdefs	Execute$Java11CommandLauncher	2	3	1
1.3.0	org.apache.tools.ant.taskdefs	Execute$Java13CommandLauncher	2	3	2
1.3.0	org.apache.tools.ant.taskdefs	Execute$MacCommandLauncher	2	2	1
1.3.0	org.apache.tools.ant.taskdefs	Execute$ScriptCommandLauncher	2	2	1
1.3.0	org.apache.tools.ant.taskdefs	Execute$WinNTCommandLauncher	2	2	1
1.3.0	org.apache.tools.ant.taskdefs	Execute	2	21	14
1.3.0	org.apache.tools.ant.taskdefs	ExecuteJava	2	6	6
1.3.0	org.apache.tools.ant.taskdefs	ExecuteOn$FileDirBoth	2	2	2
1.3.0	org.apache.tools.ant.taskdefs	ExecuteOn	2	11	5
1.3.0	org.apache.tools.ant.taskdefs	ExecuteStreamHandler	1	5	5
1.3.0	org.apache.tools.ant.taskdefs	ExecuteWatchdog	1	8	7
1.3.0	org.apache.tools.ant.taskdefs	Exit	1	3	3
1.3.0	org.apache.tools.ant.taskdefs	Expand	1	5	4
1.3.0	org.apache.tools.ant.taskdefs	Filter	1	6	5
1.3.0	org.apache.tools.ant.taskdefs	FixCRLF$AddAsisRemove	2	2	2
1.3.0	org.apache.tools.ant.taskdefs	FixCRLF	2	8	8
1.3.0	org.apache.tools.ant.taskdefs	GenerateKey$DistinguishedName	2	5	5
1.3.0	org.apache.tools.ant.taskdefs	GenerateKey$DnameParam	2	5	5
1.3.0	org.apache.tools.ant.taskdefs	GenerateKey	2	14	14
1.3.0	org.apache.tools.ant.taskdefs	Get	1	8	7
1.3.0	org.apache.tools.ant.taskdefs	GUnzip	1	4	4
1.3.0	org.apache.tools.ant.taskdefs	GZip	1	6	4
1.3.0	org.apache.tools.ant.taskdefs	Jar	1	6	3
1.3.0	org.apache.tools.ant.taskdefs	Java	2	22	19
1.3.0	org.apache.tools.ant.taskdefs	Javac	1	42	40
1.3.0	org.apache.tools.ant.taskdefs	JavacOutputStream	2	4	1
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$1	2	2	1
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$DocletInfo	2	9	9
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$DocletParam	2	5	5
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$GroupArgument	2	5	5
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$JavadocOutputStream	2	3	0
1.3.0	org.apache.tools.ant.taskdefs	Javadoc$LinkArgument	2	7	7
1.3.0	org.apache.tools.ant.taskdefs	Javadoc	2	65	59
1.3.0	org.apache.tools.ant.taskdefs	Jikes	2	2	0
1.3.0	org.apache.tools.ant.taskdefs	JikesOutputParser	2	12	5
1.3.0	org.apache.tools.ant.taskdefs	KeySubst	2	8	8
1.3.0	org.apache.tools.ant.taskdefs	LogOutputStream	1	7	4
1.3.0	org.apache.tools.ant.taskdefs	LogStreamHandler	1	1	1
1.3.0	org.apache.tools.ant.taskdefs	MatchingTask	2	12	11
1.3.0	org.apache.tools.ant.taskdefs	Mkdir	1	3	3
1.3.0	org.apache.tools.ant.taskdefs	Move	1	4	1
1.3.0	org.apache.tools.ant.taskdefs	Patch	2	9	9
1.3.0	org.apache.tools.ant.taskdefs	Property	1	27	20
1.3.0	org.apache.tools.ant.taskdefs	PumpStreamHandler	1	11	8
1.3.0	org.apache.tools.ant.taskdefs	Rename	2	5	5
1.3.0	org.apache.tools.ant.taskdefs	Replace$NestedString	2	3	3
