year	author	classes	packages
2005	mbenson	1	1
2005	jkf	1	1
2005	peterreilly	3	1
2005	peterreilly	8	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	peterreilly	1	1
2005	peterreilly	2	2
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	5	1
2005	peterreilly	6	1
2005	peterreilly	1	1
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	bodewig	4	2
2005	stevel	1	1
2005	mbenson	2	2
2005	stevel	1	1
2005	bodewig	3	1
2005	bodewig	17	5
2005	bodewig	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	jkf	4	2
2005	jkf	79	18
2005	mbenson	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	stevel	1	1
2005	stevel	1	1
2005	stevel	2	2
2005	stevel	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	mbenson	1	1
2005	jkf	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	2	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	stevel	6	2
2005	stevel	1	1
2005	peterreilly	1	1
2005	jkf	1	1
2005	mbenson	1	1
2005	stevel	1	1
2005	bodewig	3	1
2005	bodewig	6	1
2005	stevel	1	1
2005	bodewig	2	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	stevel	2	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	stevel	1	1
2005	stevel	3	2
2005	peterreilly	1	1
2005	bodewig	1	1
2005	stevel	26	9
2005	stevel	2	1
2005	stevel	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	bodewig	2	1
2005	peterreilly	1	1
2005	bodewig	3	3
2005	bodewig	1	1
2005	jkf	1	1
2005	bodewig	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	2	2
2005	mbenson	1	1
2005	bodewig	1	1
2005	stevel	1	1
2005	stevel	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	2	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	stevel	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	bodewig	5	4
2005	bodewig	6	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	2	2
2005	mbenson	5	1
2005	bodewig	2	2
2005	bodewig	2	2
2005	bodewig	8	3
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	bodewig	2	2
2005	bodewig	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	bodewig	6	2
2005	bodewig	1	1
2005	stevel	2	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	mbenson	1	1
2005	peterreilly	2	1
2005	peterreilly	2	1
2005	peterreilly	3	2
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	2	1
2005	jglick	4	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	peterreilly	2	1
2005	peterreilly	2	1
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	14	2
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	3	1
2005	peterreilly	1	1
2005	peterreilly	3	1
2005	peterreilly	1	1
2005	jglick	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	peterreilly	16	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	bodewig	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	sbailliez	1	1
2005	stevel	1	1
2005	mbenson	1	1
2005	mbenson	4	3
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	3	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	2	1
2005	stevel	4	1
2005	peterreilly	1	1
2005	bodewig	4	2
2005	stevel	1	1
2005	peterreilly	1	1
2005	peterreilly	2	2
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	stevel	3	1
2005	stevel	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	bodewig	2	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	stevel	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	stevel	4	3
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	4	2
2005	peterreilly	1	1
2005	bodewig	1	1
2005	bodewig	2	2
2005	bodewig	3	2
2005	peterreilly	1	1
2005	peterreilly	4	2
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	peterreilly	4	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	mbenson	1	1
2005	bodewig	1	1
2005	jkf	1	1
2005	jkf	1	1
2005	peterreilly	1	1
2005	bodewig	1	1
2005	bodewig	1	1
2005	mbenson	3	2
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	2	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	jkf	1	1
2005	peterreilly	4	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	jkf	62	20
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	5	1
2005	peterreilly	1	1
2005	peterreilly	1	1
2005	peterreilly	2	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	mbenson	1	1
2005	jkf	5	3
2005	jkf	1	1
2005	jkf	4	1
2005	peterreilly	1	1
2004	antoine	1	1
2004	peterreilly	1	1
2004	bodewig	3	1
2004	bodewig	3	2
2004	bodewig	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	11	1
2004	peterreilly	2	2
2004	peterreilly	2	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	2	2
2004	peterreilly	1	1
2004	mbenson	3	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	2	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	2	1
2004	mbenson	1	1
2004	mbenson	2	2
2004	bodewig	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	bodewig	5	4
2004	bodewig	1	1
2004	jkf	1	1
2004	jkf	1	1
2004	jkf	1	1
2004	jkf	10	3
2004	jkf	1	1
2004	jglick	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	3	1
2004	jkf	1	1
2004	jkf	1	1
2004	stevel	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	jglick	1	1
2004	jglick	1	1
2004	jglick	3	1
2004	peterreilly	6	2
2004	peterreilly	1	1
2004	peterreilly	2	1
2004	peterreilly	2	1
2004	peterreilly	2	1
2004	peterreilly	2	1
2004	peterreilly	2	1
2004	sbailliez	6	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	jglick	1	1
2004	jglick	1	1
2004	peterreilly	1	1
2004	stevel	1	1
2004	stevel	4	1
2004	peterreilly	5	2
2004	peterreilly	3	1
2004	peterreilly	1	1
2004	peterreilly	4	3
2004	peterreilly	2	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	2	2
2004	stevel	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	stevel	1	1
2004	peterreilly	1	1
2004	bodewig	3	3
2004	peterreilly	1	1
2004	stevel	1	1
2004	bodewig	2	2
2004	peterreilly	4	3
2004	peterreilly	3	2
2004	bodewig	103	28
2004	stevel	1	1
2004	stevel	14	1
2004	stevel	17	3
2004	bodewig	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	14	9
2004	bodewig	1	1
2004	peterreilly	2	1
2004	bodewig	1	1
2004	bodewig	37	12
2004	bodewig	2	2
2004	bodewig	1	1
2004	bodewig	12	9
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	sbailliez	1	1
2004	sbailliez	1	1
2004	stevel	2	1
2004	sbailliez	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	10	5
2004	bodewig	1	1
2004	bodewig	2	2
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	stevel	6	2
2004	bodewig	2	1
2004	bodewig	2	1
2004	stevel	1	1
2004	stevel	3	1
2004	stevel	3	2
2004	peterreilly	1	1
2004	bodewig	1	1
2004	peterreilly	3	2
2004	peterreilly	3	2
2004	bodewig	1	1
2004	peterreilly	2	2
2004	bodewig	1	1
2004	bodewig	1	1
2004	stevel	6	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	3	1
2004	stevel	1	1
2004	stevel	2	2
2004	peterreilly	1	1
2004	stevel	4	2
2004	stevel	3	2
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	2	2
2004	stevel	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	2	1
2004	stevel	1	1
2004	stevel	6	3
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	3	1
2004	peterreilly	2	2
2004	peterreilly	1	1
2004	stevel	1	1
2004	peterreilly	1	1
2004	bodewig	2	2
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	3	1
2004	bodewig	1	1
2004	peterreilly	4	1
2004	mbenson	2	2
2004	peterreilly	5	1
2004	peterreilly	1	1
2004	peterreilly	2	2
2004	bodewig	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	conor	1	1
2004	jhm	1	1
2004	mbenson	6	3
2004	mbenson	1	1
2004	antoine	1	1
2004	antoine	1	1
2004	antoine	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	mbenson	3	3
2004	antoine	1	1
2004	conor	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	2	2
2004	mbenson	1	1
2004	stevel	1	1
2004	stevel	6	2
2004	stevel	7	2
2004	stevel	1	1
2004	bodewig	2	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	bodewig	3	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	antoine	2	2
2004	antoine	1	1
2004	mbenson	3	2
2004	antoine	3	1
2004	antoine	1	1
2004	antoine	1	1
2004	stevel	1	1
2004	bodewig	1	1
2004	jhm	1	1
2004	bodewig	1	1
2004	jhm	1	1
2004	jhm	3	1
2004	peterreilly	1	1
2004	peterreilly	2	1
2004	antoine	1	1
2004	bodewig	2	2
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	3	1
2004	mbenson	1	1
2004	mbenson	3	2
2004	bodewig	4	2
2004	bodewig	6	2
2004	bodewig	2	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	mbenson	2	2
2004	mbenson	1	1
2004	mbenson	3	2
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	umagesh	5	2
2004	umagesh	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	umagesh	3	2
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	antoine	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	2	1
2004	peterreilly	8	2
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	3	2
2004	bodewig	1	1
2004	peterreilly	2	2
2004	peterreilly	1	1
2004	bodewig	2	2
2004	peterreilly	5	3
2004	peterreilly	6	5
2004	peterreilly	2	2
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	3	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	mbenson	3	2
2004	mbenson	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	2	1
2004	bodewig	5	3
2004	mbenson	4	2
2004	stevel	7	6
2004	stevel	3	3
2004	stevel	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	stevel	1	1
2004	bodewig	1	1
2004	bodewig	2	2
2004	bodewig	2	1
2004	stevel	1	1
2004	stevel	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	3	1
2004	bodewig	1	1
2004	bodewig	27	13
2004	stevel	2	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	bodewig	5	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	mbenson	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	mbenson	10	4
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	peterreilly	3	2
2004	peterreilly	5	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	2	2
2004	peterreilly	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	622	67
2004	bodewig	1	1
2004	peterreilly	13	8
2004	conor	1	1
2004	mbenson	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	stevel	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	1	1
2004	mbenson	1	1
2004	bodewig	2	2
2004	mbenson	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	mbenson	2	2
2004	mbenson	1	1
2004	peterreilly	3	3
2004	bodewig	2	2
2004	antoine	658	67
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	antoine	1	1
2004	antoine	658	67
2004	peterreilly	1	1
2004	antoine	658	67
2004	peterreilly	1	1
2004	antoine	1	1
2004	conor	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	antoine	1	1
2004	antoine	2	2
2004	antoine	3	2
2004	peterreilly	2	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	2	1
2004	stevel	2	1
2004	peterreilly	2	1
2004	antoine	14	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	2	1
2004	antoine	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	bodewig	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	2	2
2004	peterreilly	1	1
2004	stevel	2	2
2004	bodewig	4	3
2004	peterreilly	1	1
2004	peterreilly	1	1
2004	bodewig	2	2
2004	peterreilly	1	1
2004	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	2	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	peterreilly	2	1
2003	peterreilly	3	2
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	bodewig	5	3
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	conor	1	1
2003	peterreilly	2	1
2003	antoine	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	bodewig	2	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	2	1
2003	peterreilly	6	3
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	antoine	2	1
2003	peterreilly	5	2
2003	antoine	1	1
2003	peterreilly	4	2
2003	antoine	1	1
2003	stevel	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	2	2
2003	peterreilly	1	1
2003	bodewig	1	1
2003	antoine	3	1
2003	peterreilly	1	1
2003	bodewig	2	2
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	antoine	9	3
2003	stevel	3	1
2003	stevel	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	2	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	bodewig	2	1
2003	antoine	1	1
2003	peterreilly	2	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	bodewig	14	9
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	umagesh	1	1
2003	umagesh	1	1
2003	stevel	1	1
2003	stevel	1	1
2003	bodewig	1	1
2003	conor	3	2
2003	antoine	1	1
2003	peterreilly	1	1
2003	stevel	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	3	3
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	conor	1	1
2003	conor	1	1
2003	stevel	7	1
2003	antoine	1	1
2003	jhm	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	2	1
2003	bodewig	4	2
2003	bodewig	1	1
2003	stevel	1	1
2003	stevel	4	4
2003	stevel	5	1
2003	bodewig	1	1
2003	antoine	2	2
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	7	2
2003	conor	1	1
2003	stevel	2	1
2003	antoine	26	17
2003	antoine	1	1
2003	antoine	17	4
2003	peterreilly	1	1
2003	jhm	1	1
2003	bodewig	1	1
2003	bodewig	2	1
2003	jhm	1	1
2003	bodewig	3	1
2003	antoine	1	1
2003	antoine	30	7
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	2	2
2003	bodewig	2	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	4	2
2003	peterreilly	30	3
2003	peterreilly	14	1
2003	ehatcher	1	1
2003	jhm	12	4
2003	antoine	18	2
2003	antoine	2	2
2003	antoine	22	5
2003	antoine	1	1
2003	conor	1	1
2003	conor	1	1
2003	conor	1	1
2003	conor	1	1
2003	conor	4	3
2003	bodewig	1	1
2003	antoine	1	1
2003	peterreilly	1	1
2003	conor	3	3
2003	conor	3	2
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	5	3
2003	peterreilly	6	1
2003	bodewig	1	1
2003	jhm	1	1
2003	jhm	1	1
2003	stevel	3	1
2003	stevel	2	2
2003	stevel	1	1
2003	conor	1	1
2003	bodewig	3	2
2003	jhm	5	1
2003	jhm	1	1
2003	jhm	1	1
2003	bodewig	2	1
2003	bodewig	1	1
2003	peterreilly	2	1
2003	antoine	2	2
2003	bodewig	1	1
2003	bodewig	3	2
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	antoine	6	4
2003	bodewig	2	2
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	2	1
2003	bodewig	2	2
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	antoine	23	10
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	2	2
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	peterreilly	7	2
2003	peterreilly	2	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	1	1
2003	peterreilly	2	1
2003	antoine	1	1
2003	bodewig	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	antoine	2	2
2003	peterreilly	3	1
2003	peterreilly	3	1
2003	antoine	1	1
2003	peterreilly	1	1
2003	bodewig	9	9
2003	bodewig	1	1
2003	peterreilly	1	1
2003	peterreilly	10	4
2003	peterreilly	15	9
2003	peterreilly	14	3
2003	peterreilly	2	2
2003	peterreilly	4	3
2003	peterreilly	2	2
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	10	3
2003	peterreilly	1	1
2003	conor	2	1
2003	peterreilly	1	1
2003	conor	1	1
2003	stevel	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	conor	1	1
2003	conor	1	1
2003	conor	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	antoine	1	1
2003	antoine	2	2
2003	antoine	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	bodewig	1	1
2003	peterreilly	1	1
2003	antoine	1	1
2003	bodewig	1	1
2003	bodewig	2	2
2003	conor	1	1
2003	peterreilly	1	1
2003	bodewig	9	5
2003	peterreilly	2	1
2003	stevel	4	2
2003	stevel	5	1
2003	stevel	1	1
2003	stevel	1	1
2003	antoine	2	1
2003	antoine	1	1
2003	bodewig	1	1
2003	antoine	1	1
2003	conor	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	bodewig	3	2
2003	peterreilly	10	1
2003	peterreilly	2	2
2003	peterreilly	2	2
2003	peterreilly	18	1
2003	antoine	1	1
2003	antoine	2	1
2003	antoine	1	1
2003	antoine	2	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	1	1
2003	antoine	6	3
2003	peterreilly	5	1
2003	bodewig	1	1
2003	bodewig	32	12
2003	conor	1	1
2003	bodewig	2	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	2	2
2003	peterreilly	8	2
2003	peterreilly	2	2
2003	peterreilly	3	2
2003	peterreilly	2	1
2003	peterreilly	15	2
2003	conor	1	1
2003	bodewig	7	6
2003	bodewig	1	1
2003	antoine	6	1
2003	bodewig	2	1
2003	bodewig	3	3
2003	peterreilly	1	1
2003	peterreilly	3	2
2003	bodewig	4	3
2003	bodewig	2	1
2003	bodewig	2	2
2003	bodewig	1	1
2003	bodewig	1	1
2003	peterreilly	2	1
2003	bodewig	1	1
2003	bodewig	1	1
2003	bodewig	3	2
2003	conor	1	1
